category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier,cluster
Appartements,2,1,70.0,250.0,Tunis,La Marsa,3.57,2.3997,very_low,medium,3
Appartements,2,1,70.0,600.0,Tunis,L'aouina,8.57,2.7789,low,medium,3
Appartements,2,1,80.0,850.0,Tunis,Menzah,10.62,2.9299,medium,medium,4
Appartements,1,1,50.0,300.0,Tunis,Autres villes,6.0,2.4786,very_low,small,3
Colocations,3,1,90.0,125.0,Tunis,Autres villes,1.39,2.1004,very_low,medium,3
Maisons et Villas,2,2,150.0,800.0,Tunis,Ettahrir,5.33,2.9036,medium,large,0
Appartements,2,1,70.0,450.0,Tunis,Autres villes,6.43,2.6542,low,medium,3
"Magasins, Commerces et Locaux industriels",2,1,80.0,1100.0,Tunis,Menzah,13.75,3.0418,medium,medium,0
Maisons et Villas,3,1,150.0,150.0,Tunis,L'aouina,1.0,2.179,very_low,large,0
"Magasins, Commerces et Locaux industriels",1,1,35.0,400.0,Tunis,Autres villes,11.43,2.6031,low,small,0
"Magasins, Commerces et Locaux industriels",1,1,40.0,2500.0,Tunis,Autres villes,62.5,3.3981,high,small,0
Maisons et Villas,4,3,600.0,3000.0,Tunis,Autres villes,5.0,3.4773,high,extra_large,0
Appartements,1,1,60.0,400.0,Tunis,Autres villes,6.67,2.6031,low,medium,3
Maisons et Villas,1,1,100.0,130.0,Tunis,Cité El Khadra,1.3,2.1173,very_low,medium,0
Bureaux et Plateaux,3,1,75.0,1200.0,Tunis,Menzah,16.0,3.0795,medium,medium,4
Appartements,2,1,100.0,700.0,Tunis,L'aouina,7.0,2.8457,low,medium,3
Appartements,3,2,190.0,3000.0,Tunis,La Marsa,15.79,3.4773,high,large,4
Maisons et Villas,1,1,100.0,130.0,Tunis,Cité El Khadra,1.3,2.1173,very_low,medium,0
Appartements,3,1,65.0,420.0,Tunis,Autres villes,6.46,2.6243,low,medium,3
Appartements,2,1,115.0,1000.0,Tunis,Menzah,8.7,3.0004,medium,large,4
Appartements,3,1,100.0,400.0,Tunis,Autres villes,4.0,2.6031,low,medium,3
Appartements,2,1,82.0,900.0,Tunis,Menzah,10.98,2.9547,medium,medium,4
Appartements,2,2,138.0,3000.0,Tunis,Le Kram,21.74,3.4773,high,large,4
Appartements,2,1,70.0,2000.0,Tunis,La Marsa,28.57,3.3012,high,medium,4
Bureaux et Plateaux,3,2,120.0,3200.0,Tunis,La Marsa,26.67,3.5053,high,large,4
Appartements,1,1,60.0,1700.0,Tunis,Carthage,28.33,3.2307,high,medium,4
Bureaux et Plateaux,4,2,120.0,1800.0,Tunis,La Marsa,15.0,3.2555,high,large,4
Appartements,2,1,90.0,1800.0,Tunis,L'aouina,20.0,3.2555,high,medium,4
Appartements,3,3,100.0,1400.0,Tunis,La Marsa,14.0,3.1464,medium,medium,4
Appartements,1,1,50.0,350.0,Tunis,Le Bardo,7.0,2.5453,low,small,3
Appartements,4,3,237.0,3800.0,Tunis,La Marsa,16.03,3.5799,high,extra_large,4
Maisons et Villas,3,2,140.0,650.0,Tunis,La Marsa,4.64,2.8136,low,large,0
Locations de vacances,2,1,55.0,130.0,Tunis,L'aouina,2.36,2.1173,very_low,medium,3
Bureaux et Plateaux,3,1,125.0,1700.0,Tunis,La Marsa,13.6,3.2307,high,large,4
Bureaux et Plateaux,4,2,160.0,2500.0,Tunis,La Marsa,15.62,3.3981,high,large,4
Bureaux et Plateaux,3,1,120.0,1500.0,Tunis,Carthage,12.5,3.1764,medium,large,4
Bureaux et Plateaux,4,1,150.0,1800.0,Tunis,Tunis,12.0,3.2555,high,large,4
Appartements,2,2,140.0,2000.0,Tunis,La Marsa,14.29,3.3012,high,large,4
"Magasins, Commerces et Locaux industriels",3,1,580.0,3600.0,Tunis,Centre Ville - Lafayette,6.21,3.5564,high,extra_large,0
Maisons et Villas,4,2,150.0,3500.0,Tunis,Sidi Bou Said,23.33,3.5442,high,large,0
Appartements,3,1,158.0,2500.0,Tunis,Sidi Daoud,15.82,3.3981,high,large,4
Appartements,2,1,100.0,350.0,Tunis,Autres villes,3.5,2.5453,low,medium,3
Appartements,1,1,60.0,450.0,Tunis,Tunis,7.5,2.6542,low,medium,3
Appartements,3,1,90.0,600.0,Tunis,Autres villes,6.67,2.7789,low,medium,3
Maisons et Villas,4,2,250.0,1600.0,Tunis,Autres villes,6.4,3.2044,high,extra_large,0
Appartements,1,1,73.0,160.0,Tunis,Le Kram,2.19,2.2068,very_low,medium,3
Locations de vacances,3,2,125.0,90.0,Tunis,L'aouina,0.72,1.959,very_low,large,3
Appartements,1,1,76.0,1000.0,Tunis,Carthage,13.16,3.0004,medium,medium,4
"Magasins, Commerces et Locaux industriels",1,1,35.0,1200.0,Tunis,L'aouina,34.29,3.0795,medium,small,0
Appartements,2,1,90.0,1800.0,Tunis,L'aouina,20.0,3.2555,high,medium,4
Maisons et Villas,4,1,400.0,600.0,Tunis,Sidi Hassine,1.5,2.7789,low,extra_large,0
"Magasins, Commerces et Locaux industriels",1,1,160.0,1200.0,Tunis,L'aouina,7.5,3.0795,medium,large,0
Bureaux et Plateaux,2,1,70.0,720.0,Tunis,Centre Ville - Lafayette,10.29,2.8579,medium,medium,4
Appartements,2,1,100.0,900.0,Tunis,Menzah,9.0,2.9547,medium,medium,4
Appartements,1,1,75.0,875.0,Tunis,Menzah,11.67,2.9425,medium,medium,4
"Magasins, Commerces et Locaux industriels",1,1,63.0,3500.0,Tunis,La Marsa,55.56,3.5442,high,medium,0
"Magasins, Commerces et Locaux industriels",1,1,40.0,800.0,Tunis,La Marsa,20.0,2.9036,medium,small,0
Appartements,4,1,200.0,2900.0,Tunis,La Marsa,14.5,3.4625,high,large,4
Appartements,2,1,65.0,430.0,Tunis,Autres villes,6.62,2.6345,low,medium,3
Maisons et Villas,4,3,380.0,4000.0,Tunis,Tunis,10.53,3.6022,high,extra_large,0
Appartements,1,1,48.0,800.0,Tunis,Manar,16.67,2.9036,medium,small,4
Appartements,2,1,120.0,2500.0,Tunis,Tunis,20.83,3.3981,high,large,4
Appartements,2,1,80.0,550.0,Tunis,Carthage,6.88,2.7412,low,medium,3
Appartements,2,1,70.0,550.0,Tunis,Tunis,7.86,2.7412,low,medium,3
Appartements,2,1,70.0,110.0,Tunis,Centre Urbain Nord,1.57,2.0453,very_low,medium,3
Appartements,2,1,70.0,200.0,Tunis,Manar,2.86,2.3032,very_low,medium,3
Appartements,1,1,20.0,220.0,Tunis,Tunis,11.0,2.3444,very_low,small,3
Bureaux et Plateaux,4,2,120.0,1700.0,Tunis,Mutuelleville,14.17,3.2307,high,large,4
Bureaux et Plateaux,5,2,190.0,3000.0,Tunis,Tunis,15.79,3.4773,high,large,4
Appartements,2,1,83.0,1600.0,Tunis,Centre Urbain Nord,19.28,3.2044,high,medium,4
Maisons et Villas,3,2,150.0,380.0,Tunis,Ezzouhour,2.53,2.5809,low,large,0
Appartements,2,1,65.0,400.0,Tunis,Ezzouhour,6.15,2.6031,low,medium,3
Appartements,3,1,80.0,550.0,Tunis,Le Bardo,6.88,2.7412,low,medium,3
Bureaux et Plateaux,4,1,110.0,1800.0,Tunis,Sidi Bou Said,16.36,3.2555,high,large,4
Maisons et Villas,3,1,140.0,360.0,Tunis,Autres villes,2.57,2.5575,low,large,0
Appartements,3,1,104.0,700.0,Tunis,Autres villes,6.73,2.8457,low,large,3
Appartements,2,1,160.0,700.0,Tunis,Autres villes,4.38,2.8457,low,large,3
"Magasins, Commerces et Locaux industriels",1,1,1000.0,3000.0,Tunis,Autres villes,3.0,3.4773,high,extra_large,0
Appartements,3,1,70.0,725.0,Tunis,Manar,10.36,2.8609,medium,medium,4
Appartements,4,1,96.0,500.0,Tunis,El Omrane supérieur,5.21,2.6998,low,medium,3
Maisons et Villas,3,1,250.0,500.0,Tunis,Autres villes,2.0,2.6998,low,extra_large,0
Appartements,3,1,100.0,400.0,Tunis,Autres villes,4.0,2.6031,low,medium,3
Appartements,1,1,30.0,250.0,Tunis,La Marsa,8.33,2.3997,very_low,small,3
"Magasins, Commerces et Locaux industriels",1,1,130.0,600.0,Tunis,Autres villes,4.62,2.7789,low,large,0
Appartements,1,1,70.0,1200.0,Tunis,Autres villes,17.14,3.0795,medium,medium,4
Bureaux et Plateaux,4,1,250.0,500.0,Tunis,Agba,2.0,2.6998,low,extra_large,4
Maisons et Villas,3,3,220.0,650.0,Tunis,Ezzouhour,2.95,2.8136,low,extra_large,0
Bureaux et Plateaux,4,1,80.0,1000.0,Tunis,Menzah,12.5,3.0004,medium,medium,4
Appartements,3,1,99.0,1000.0,Tunis,Cité El Khadra,10.1,3.0004,medium,medium,4
Colocations,2,2,110.0,420.0,Tunis,Autres villes,3.82,2.6243,low,large,3
Appartements,2,1,90.0,750.0,Tunis,Centre Ville - Lafayette,8.33,2.8756,medium,medium,4
Maisons et Villas,3,2,350.0,900.0,Tunis,La Marsa,2.57,2.9547,medium,extra_large,0
Maisons et Villas,4,2,200.0,1250.0,Tunis,L'aouina,6.25,3.0973,medium,large,0
Maisons et Villas,3,1,150.0,1500.0,Tunis,L'aouina,10.0,3.1764,medium,large,0
Maisons et Villas,4,1,170.0,900.0,Tunis,Menzah,5.29,2.9547,medium,large,0
Appartements,2,1,70.0,320.0,Tunis,Sidi El Béchir,4.57,2.5065,low,medium,3
Appartements,2,1,20.0,320.0,Tunis,Le Bardo,16.0,2.5065,low,small,3
Bureaux et Plateaux,2,1,56.0,1200.0,Tunis,Centre Urbain Nord,21.43,3.0795,medium,medium,4
Appartements,2,1,100.0,1500.0,Tunis,La Marsa,15.0,3.1764,medium,medium,4
Bureaux et Plateaux,3,1,70.0,1500.0,Tunis,Centre Urbain Nord,21.43,3.1764,medium,medium,4
Bureaux et Plateaux,2,1,56.0,1200.0,Tunis,Centre Urbain Nord,21.43,3.0795,medium,medium,4
Bureaux et Plateaux,2,1,60.0,550.0,Tunis,Centre Ville - Lafayette,9.17,2.7412,low,medium,3
Bureaux et Plateaux,5,1,150.0,1500.0,Tunis,Autres villes,10.0,3.1764,medium,large,4
Bureaux et Plateaux,2,1,80.0,700.0,Tunis,Le Bardo,8.75,2.8457,low,medium,3
Bureaux et Plateaux,4,1,150.0,2400.0,Tunis,La Marsa,16.0,3.3804,high,large,4
Appartements,1,1,75.0,570.0,Tunis,Le Bardo,7.6,2.7566,low,medium,3
Appartements,1,1,70.0,850.0,Tunis,Sidi Daoud,12.14,2.9299,medium,medium,4
Appartements,3,1,100.0,1900.0,Tunis,Sidi Bou Said,19.0,3.279,high,medium,4
Appartements,1,1,50.0,550.0,Tunis,La Marsa,11.0,2.7412,low,small,3
"Magasins, Commerces et Locaux industriels",1,1,120.0,1800.0,Tunis,Tunis,15.0,3.2555,high,large,0
Appartements,3,2,150.0,2500.0,Tunis,La Marsa,16.67,3.3981,high,large,4
Bureaux et Plateaux,1,1,115.0,2700.0,Tunis,La Marsa,23.48,3.4315,high,large,4
Maisons et Villas,4,2,285.0,1450.0,Tunis,Manar,5.09,3.1617,medium,extra_large,0
Maisons et Villas,3,1,150.0,400.0,Tunis,L'aouina,2.67,2.6031,low,large,0
Maisons et Villas,4,2,190.0,2200.0,Tunis,La Marsa,11.58,3.3426,high,large,0
Appartements,1,1,70.0,2500.0,Tunis,L'aouina,35.71,3.3981,high,medium,4
Appartements,1,1,50.0,350.0,Tunis,Le Bardo,7.0,2.5453,low,small,3
Appartements,2,1,100.0,110.0,Tunis,L'aouina,1.1,2.0453,very_low,medium,3
Appartements,2,1,65.0,430.0,Tunis,Autres villes,6.62,2.6345,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,60.0,2500.0,Tunis,Menzah,41.67,3.3981,high,medium,0
Appartements,2,2,150.0,1700.0,Tunis,L'aouina,11.33,3.2307,high,large,4
Appartements,3,3,151.0,2200.0,Tunis,La Marsa,14.57,3.3426,high,large,4
Appartements,3,3,150.0,1700.0,Tunis,Le Kram,11.33,3.2307,high,large,4
Appartements,3,2,140.0,1200.0,Tunis,La Marsa,8.57,3.0795,medium,large,4
Colocations,3,2,100.0,150.0,Tunis,El Omrane supérieur,1.5,2.179,very_low,medium,3
Bureaux et Plateaux,1,1,30.0,780.0,Tunis,Cité Olympique,26.0,2.8927,medium,small,4
Maisons et Villas,3,2,350.0,3500.0,Tunis,La Marsa,10.0,3.5442,high,extra_large,0
Appartements,2,1,90.0,750.0,Tunis,La Marsa,8.33,2.8756,medium,medium,4
"Magasins, Commerces et Locaux industriels",1,1,25.0,400.0,Tunis,Autres villes,16.0,2.6031,low,small,0
Appartements,1,1,65.0,100.0,Tunis,Centre Urbain Nord,1.54,2.0043,very_low,medium,3
Appartements,3,2,120.0,110.0,Tunis,L'aouina,0.92,2.0453,very_low,large,3
Appartements,2,1,120.0,900.0,Tunis,Autres villes,7.5,2.9547,medium,large,4
Appartements,1,1,55.0,500.0,Tunis,Menzah,9.09,2.6998,low,medium,3
Bureaux et Plateaux,4,1,200.0,1800.0,Tunis,Manar,9.0,3.2555,high,large,4
Appartements,1,1,85.0,1100.0,Tunis,Le Kram,12.94,3.0418,medium,medium,4
Appartements,2,1,150.0,1000.0,Tunis,Tunis,6.67,3.0004,medium,large,4
Colocations,3,1,120.0,220.0,Tunis,Centre Ville - Lafayette,1.83,2.3444,very_low,large,3
Appartements,2,2,132.0,500.0,Tunis,Centre Urbain Nord,3.79,2.6998,low,large,3
Appartements,1,1,120.0,2000.0,Tunis,La Marsa,16.67,3.3012,high,large,4
Appartements,2,1,132.0,130.0,Tunis,Autres villes,0.98,2.1173,very_low,large,3
Maisons et Villas,2,1,150.0,450.0,Tunis,L'aouina,3.0,2.6542,low,large,0
Appartements,1,1,73.0,825.0,Tunis,Menzah,11.3,2.917,medium,medium,4
Appartements,2,1,75.0,850.0,Tunis,Menzah,11.33,2.9299,medium,medium,4
Appartements,2,1,70.0,1500.0,Tunis,L'aouina,21.43,3.1764,medium,medium,4
Appartements,1,1,50.0,450.0,Tunis,Tunis,9.0,2.6542,low,small,3
Bureaux et Plateaux,3,1,100.0,600.0,Tunis,Le Bardo,6.0,2.7789,low,medium,3
Bureaux et Plateaux,2,1,90.0,1500.0,Tunis,La Marsa,16.67,3.1764,medium,medium,4
Maisons et Villas,2,1,120.0,2700.0,Tunis,Sidi Daoud,22.5,3.4315,high,large,0
Appartements,3,2,170.0,1500.0,Tunis,La Marsa,8.82,3.1764,medium,large,4
Maisons et Villas,3,1,200.0,1200.0,Tunis,Menzah,6.0,3.0795,medium,large,0
Appartements,2,2,170.0,2000.0,Tunis,La Marsa,11.76,3.3012,high,large,4
Appartements,3,1,94.0,540.0,Tunis,Tunis,5.74,2.7332,low,medium,3
Appartements,2,1,120.0,2000.0,Tunis,La Marsa,16.67,3.3012,high,large,4
Maisons et Villas,3,2,155.0,2800.0,Tunis,La Marsa,18.06,3.4473,high,large,0
Appartements,2,1,90.0,650.0,Tunis,Centre Ville - Lafayette,7.22,2.8136,low,medium,3
Appartements,3,1,100.0,800.0,Tunis,Menzah,8.0,2.9036,medium,medium,4
Appartements,1,1,70.0,1700.0,Tunis,La Marsa,24.29,3.2307,high,medium,4
Appartements,2,2,120.0,1800.0,Tunis,La Marsa,15.0,3.2555,high,large,4
Bureaux et Plateaux,2,2,87.0,2800.0,Tunis,L'aouina,32.18,3.4473,high,medium,4
Appartements,3,1,70.0,890.0,Tunis,Menzah,12.71,2.9499,medium,medium,4
Appartements,1,1,73.0,160.0,Tunis,Le Kram,2.19,2.2068,very_low,medium,3
Appartements,3,1,140.0,980.0,Tunis,Manar,7.0,2.9917,medium,large,4
Maisons et Villas,3,3,600.0,4000.0,Tunis,La Marsa,6.67,3.6022,high,extra_large,0
Appartements,3,2,170.0,1450.0,Tunis,La Marsa,8.53,3.1617,medium,large,4
Appartements,1,1,55.0,900.0,Tunis,Le Kram,16.36,2.9547,medium,medium,4
Appartements,3,2,280.0,2700.0,Tunis,La Marsa,9.64,3.4315,high,extra_large,4
Locations de vacances,2,1,80.0,50.0,Tunis,Le Kram,0.62,1.7076,very_low,medium,3
Appartements,2,1,55.0,600.0,Tunis,Centre Ville - Lafayette,10.91,2.7789,low,medium,3
Appartements,3,1,80.0,300.0,Tunis,Autres villes,3.75,2.4786,very_low,medium,3
Colocations,2,1,85.0,220.0,Tunis,Autres villes,2.59,2.3444,very_low,medium,3
Appartements,2,1,115.0,350.0,Tunis,Autres villes,3.04,2.5453,low,large,3
Maisons et Villas,3,1,120.0,160.0,Tunis,Autres villes,1.33,2.2068,very_low,large,0
Maisons et Villas,3,2,200.0,1000.0,Tunis,Menzah,5.0,3.0004,medium,large,0
Appartements,1,1,70.0,800.0,Tunis,Carthage,11.43,2.9036,medium,medium,4
Appartements,2,1,90.0,450.0,Tunis,Tunis,5.0,2.6542,low,medium,3
Maisons et Villas,3,1,170.0,500.0,Tunis,Autres villes,2.94,2.6998,low,large,0
Bureaux et Plateaux,2,1,50.0,750.0,Tunis,Centre Ville - Lafayette,15.0,2.8756,medium,small,4
Appartements,4,2,150.0,1100.0,Tunis,Le Kram,7.33,3.0418,medium,large,4
Appartements,2,1,80.0,780.0,Tunis,Autres villes,9.75,2.8927,medium,medium,4
Appartements,2,1,100.0,460.0,Tunis,El Omrane supérieur,4.6,2.6637,low,medium,3
Appartements,3,3,237.0,2500.0,Tunis,Tunis,10.55,3.3981,high,extra_large,4
Appartements,2,1,70.0,750.0,Tunis,Centre Ville - Lafayette,10.71,2.8756,medium,medium,4
Colocations,3,1,120.0,200.0,Tunis,Cité El Khadra,1.67,2.3032,very_low,large,3
Appartements,3,1,90.0,800.0,Tunis,El Omrane supérieur,8.89,2.9036,medium,medium,4
Appartements,3,1,100.0,370.0,Tunis,Tunis,3.7,2.5694,low,medium,3
Bureaux et Plateaux,5,3,220.0,2300.0,Tunis,La Marsa,10.45,3.3619,high,extra_large,4
Maisons et Villas,5,2,160.0,1600.0,Tunis,La Marsa,10.0,3.2044,high,large,0
"Magasins, Commerces et Locaux industriels",1,1,170.0,1200.0,Tunis,Autres villes,7.06,3.0795,medium,large,0
Appartements,3,1,180.0,3000.0,Tunis,Centre Urbain Nord,16.67,3.4773,high,large,4
Appartements,2,1,50.0,400.0,Tunis,Le Bardo,8.0,2.6031,low,small,3
Appartements,1,1,75.0,1100.0,Tunis,Tunis,14.67,3.0418,medium,medium,4
Maisons et Villas,4,2,180.0,1200.0,Tunis,Menzah,6.67,3.0795,medium,large,0
Appartements,1,1,70.0,70.0,Tunis,Autres villes,1.0,1.8513,very_low,medium,3
Appartements,3,1,120.0,550.0,Tunis,Cité El Khadra,4.58,2.7412,low,large,3
Appartements,3,3,162.0,1700.0,Tunis,Tunis,10.49,3.2307,high,large,4
"Magasins, Commerces et Locaux industriels",1,1,67.0,4000.0,Tunis,Tunis,59.7,3.6022,high,medium,0
Appartements,2,1,90.0,1350.0,Tunis,Carthage,15.0,3.1307,medium,medium,4
Bureaux et Plateaux,4,1,150.0,1800.0,Tunis,Centre Urbain Nord,12.0,3.2555,high,large,4
Locations de vacances,1,1,30.0,70.0,Tunis,Autres villes,2.33,1.8513,very_low,small,3
Maisons et Villas,2,1,100.0,580.0,Tunis,Autres villes,5.8,2.7642,low,medium,0
Appartements,1,1,65.0,120.0,Tunis,Le Kram,1.85,2.0828,very_low,medium,3
Bureaux et Plateaux,3,1,80.0,1150.0,Tunis,Tunis,14.38,3.0611,medium,medium,4
Appartements,1,1,70.0,1800.0,Tunis,L'aouina,25.71,3.2555,high,medium,4
Bureaux et Plateaux,6,2,200.0,3000.0,Tunis,La Marsa,15.0,3.4773,high,large,4
Maisons et Villas,3,1,150.0,650.0,Tunis,Autres villes,4.33,2.8136,low,large,0
Bureaux et Plateaux,4,1,113.0,2500.0,Tunis,La Marsa,22.12,3.3981,high,large,4
Maisons et Villas,2,1,100.0,1200.0,Tunis,La Marsa,12.0,3.0795,medium,medium,0
Maisons et Villas,3,2,150.0,1600.0,Tunis,Sidi Bou Said,10.67,3.2044,high,large,0
Bureaux et Plateaux,4,2,178.0,3800.0,Tunis,La Marsa,21.35,3.5799,high,large,4
Maisons et Villas,7,3,250.0,2500.0,Tunis,Menzah,10.0,3.3981,high,extra_large,0
Maisons et Villas,4,2,200.0,1650.0,Tunis,La Marsa,8.25,3.2177,high,large,0
Appartements,2,1,90.0,70.0,Tunis,Autres villes,0.78,1.8513,very_low,medium,3
Appartements,3,1,150.0,850.0,Tunis,Le Bardo,5.67,2.9299,medium,large,4
Appartements,1,1,30.0,200.0,Tunis,Autres villes,6.67,2.3032,very_low,small,3
Appartements,3,1,80.0,370.0,Tunis,Le Bardo,4.62,2.5694,low,medium,3
Appartements,3,2,140.0,1500.0,Tunis,La Marsa,10.71,3.1764,medium,large,4
Appartements,3,2,250.0,1600.0,Tunis,La Marsa,6.4,3.2044,high,extra_large,4
Appartements,3,3,220.0,3000.0,Tunis,Mutuelleville,13.64,3.4773,high,extra_large,4
Appartements,1,1,200.0,2000.0,Tunis,La Marsa,10.0,3.3012,high,large,4
Appartements,2,1,60.0,300.0,Tunis,Manar,5.0,2.4786,very_low,medium,3
Appartements,2,1,150.0,1500.0,Tunis,La Marsa,10.0,3.1764,medium,large,4
Maisons et Villas,4,2,400.0,3500.0,Tunis,La Marsa,8.75,3.5442,high,extra_large,0
Appartements,1,1,90.0,1100.0,Tunis,Carthage,12.22,3.0418,medium,medium,4
Appartements,2,2,130.0,1500.0,Tunis,Carthage,11.54,3.1764,medium,large,4
Colocations,2,1,80.0,120.0,Tunis,Autres villes,1.5,2.0828,very_low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,30.0,280.0,Tunis,Autres villes,9.33,2.4487,very_low,small,3
Locations de vacances,2,1,25.0,90.0,Tunis,Autres villes,3.6,1.959,very_low,small,3
Appartements,1,1,50.0,850.0,Tunis,La Marsa,17.0,2.9299,medium,small,4
Maisons et Villas,2,2,200.0,170.0,Tunis,La Marsa,0.85,2.233,very_low,large,0
Appartements,3,2,140.0,2500.0,Tunis,Carthage,17.86,3.3981,high,large,4
Maisons et Villas,3,1,120.0,1200.0,Tunis,Menzah,10.0,3.0795,medium,large,0
Bureaux et Plateaux,5,1,130.0,1000.0,Tunis,Tunis,7.69,3.0004,medium,large,4
Appartements,1,1,60.0,130.0,Tunis,La Marsa,2.17,2.1173,very_low,medium,3
Appartements,2,2,150.0,1500.0,Tunis,L'aouina,10.0,3.1764,medium,large,4
Appartements,2,1,90.0,750.0,Tunis,Manar,8.33,2.8756,medium,medium,4
Colocations,4,1,40.0,190.0,Tunis,Menzah,4.75,2.281,very_low,small,3
Appartements,4,2,200.0,1500.0,Tunis,Autres villes,7.5,3.1764,medium,large,4
"Magasins, Commerces et Locaux industriels",2,2,60.0,700.0,Tunis,Autres villes,11.67,2.8457,low,medium,0
Appartements,2,1,60.0,800.0,Tunis,Autres villes,13.33,2.9036,medium,medium,4
Appartements,3,1,120.0,800.0,Tunis,Autres villes,6.67,2.9036,medium,large,4
Appartements,3,1,150.0,800.0,Tunis,Le Kram,5.33,2.9036,medium,large,4
Appartements,2,1,80.0,230.0,Tunis,El Omrane supérieur,2.88,2.3636,very_low,medium,3
Appartements,1,1,30.0,300.0,Tunis,Tunis,10.0,2.4786,very_low,small,3
Appartements,2,1,85.0,700.0,Tunis,Centre Ville - Lafayette,8.24,2.8457,low,medium,3
Appartements,3,2,120.0,1600.0,Tunis,Autres villes,13.33,3.2044,high,large,4
Bureaux et Plateaux,4,1,140.0,2000.0,Tunis,Centre Urbain Nord,14.29,3.3012,high,large,4
Appartements,2,1,100.0,330.0,Tunis,Autres villes,3.3,2.5198,low,medium,3
Appartements,1,1,55.0,90.0,Tunis,Sidi Bou Said,1.64,1.959,very_low,medium,3
Appartements,2,1,40.0,300.0,Tunis,Centre Ville - Lafayette,7.5,2.4786,very_low,small,3
Appartements,3,2,165.0,1600.0,Tunis,La Marsa,9.7,3.2044,high,large,4
Bureaux et Plateaux,1,1,57.0,1100.0,Tunis,L'aouina,19.3,3.0418,medium,medium,4
Appartements,2,1,80.0,700.0,Tunis,L'aouina,8.75,2.8457,low,medium,3
Bureaux et Plateaux,2,3,113.0,1800.0,Tunis,L'aouina,15.93,3.2555,high,large,4
Bureaux et Plateaux,5,2,234.0,3276.0,Tunis,L'aouina,14.0,3.5155,high,extra_large,4
Appartements,1,1,25.0,350.0,Tunis,Cité Olympique,14.0,2.5453,low,small,3
Appartements,1,1,73.0,940.0,Tunis,L'aouina,12.88,2.9736,medium,medium,4
Bureaux et Plateaux,3,1,120.0,1500.0,Tunis,La Marsa,12.5,3.1764,medium,large,4
Maisons et Villas,4,2,230.0,1600.0,Tunis,Manar,6.96,3.2044,high,extra_large,0
Maisons et Villas,3,2,140.0,1600.0,Tunis,Manar,11.43,3.2044,high,large,0
Bureaux et Plateaux,3,2,75.0,1300.0,Tunis,La Marsa,17.33,3.1143,medium,medium,4
Bureaux et Plateaux,1,2,200.0,2500.0,Tunis,Le Kram,12.5,3.3981,high,large,4
Bureaux et Plateaux,5,2,120.0,1500.0,Tunis,Autres villes,12.5,3.1764,medium,large,4
Bureaux et Plateaux,5,1,150.0,2170.0,Tunis,La Marsa,14.47,3.3367,high,large,4
Bureaux et Plateaux,4,1,100.0,1400.0,Tunis,La Marsa,14.0,3.1464,medium,medium,4
Colocations,3,1,40.0,190.0,Tunis,Menzah,4.75,2.281,very_low,small,3
Bureaux et Plateaux,1,1,115.0,2700.0,Tunis,La Marsa,23.48,3.4315,high,large,4
Bureaux et Plateaux,4,1,116.0,2750.0,Tunis,La Marsa,23.71,3.4395,high,large,4
Bureaux et Plateaux,5,2,160.0,3000.0,Tunis,La Marsa,18.75,3.4773,high,large,4
Bureaux et Plateaux,8,2,200.0,3750.0,Tunis,La Marsa,18.75,3.5741,high,large,4
Appartements,3,1,130.0,1500.0,Tunis,La Marsa,11.54,3.1764,medium,large,4
Appartements,1,1,200.0,2000.0,Tunis,La Marsa,10.0,3.3012,high,large,4
"Magasins, Commerces et Locaux industriels",1,1,60.0,2500.0,Tunis,Menzah,41.67,3.3981,high,medium,0
Maisons et Villas,4,3,400.0,3500.0,Tunis,La Marsa,8.75,3.5442,high,extra_large,0
Appartements,1,1,60.0,460.0,Tunis,Autres villes,7.67,2.6637,low,medium,3
Appartements,3,1,120.0,850.0,Tunis,Menzah,7.08,2.9299,medium,large,4
Appartements,3,1,80.0,420.0,Tunis,Agba,5.25,2.6243,low,medium,3
Maisons et Villas,5,4,750.0,3500.0,Tunis,La Marsa,4.67,3.5442,high,extra_large,0
Maisons et Villas,5,2,120.0,1750.0,Tunis,La Marsa,14.58,3.2433,high,large,0
Maisons et Villas,2,1,90.0,163.0,Tunis,Cité El Khadra,1.81,2.2148,very_low,medium,0
Appartements,3,1,111.0,130.0,Tunis,L'aouina,1.17,2.1173,very_low,large,3
Appartements,4,2,300.0,4000.0,Tunis,La Marsa,13.33,3.6022,high,extra_large,4
Bureaux et Plateaux,3,2,104.0,1800.0,Tunis,La Marsa,17.31,3.2555,high,large,4
Bureaux et Plateaux,5,1,120.0,1700.0,Tunis,La Marsa,14.17,3.2307,high,large,4
Appartements,2,1,100.0,1300.0,Tunis,La Marsa,13.0,3.1143,medium,medium,4
Locations de vacances,2,1,150.0,100.0,Tunis,Autres villes,0.67,2.0043,very_low,large,3
Appartements,1,1,50.0,400.0,Tunis,Menzah,8.0,2.6031,low,small,3
Bureaux et Plateaux,5,2,160.0,3000.0,Tunis,La Marsa,18.75,3.4773,high,large,4
Bureaux et Plateaux,1,2,100.0,3000.0,Tunis,La Marsa,30.0,3.4773,high,medium,4
"Magasins, Commerces et Locaux industriels",1,1,30.0,2400.0,Tunis,Autres villes,80.0,3.3804,high,small,0
