category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier
5,0.4,0.375,0.1919191919191919,0.9241466498103665,0,84,0.1148504941824096,0.9825203671238529,3,3
5,0.30000000000000004,0.375,0.16666666666666666,0.8735777496839443,0,84,0.12423370449143,0.9700938434567394,3,3
2,0.30000000000000004,0.25,0.06565656565656566,0.038432364096080904,0,5,0.01551357437758038,0.3268536660822936,0,2
0,0.0,0.125,0.03282828282828283,0.24146649810366622,0,41,0.14625297134993118,0.6896978446942355,2,1
3,0.1,0.125,0.025252525252525252,0.07964601769911504,0,5,0.06343050168897785,0.4613282458492318,1,1
5,0.20000000000000004,0.25,0.09090909090909091,0.1529709228824273,0,3,0.03978481171024646,0.5933793956893887,1,2
0,0.1,0.125,0.03535353535353536,0.19089759797724398,0,3,0.11034655323407981,0.6397855006703106,2,1
0,0.20000000000000004,0.25,0.055555555555555566,0.2920353982300885,0,84,0.11460027524083573,0.7304836547385791,2,2
5,0.1,0.125,0.05050505050505051,0.07711757269279393,0,21,0.035656199174277495,0.4550376405073735,1,2
5,0.20000000000000004,0.25,0.0707070707070707,0.06700379266750947,0,117,0.02339547103715751,0.4279674126018356,1,2
5,0.20000000000000004,0.125,0.045454545454545456,0.17825537294563842,0,84,0.08444889278118353,0.625348045787357,2,2
0,0.30000000000000004,0.25,0.06565656565656566,0.393173198482933,0,4,0.1326160390341549,0.7948850159843253,3,2
0,0.1,0.125,0.03535353535353536,0.1150442477876106,0,4,0.06868509946202926,0.5347014540579562,1,1
0,0.20000000000000004,0.125,0.0404040404040404,0.08470290771175726,0,4,0.046665832603528086,0.4733938331442715,1,1
0,0.0,0.125,0.021212121212121213,0.008849557522123892,0,5,0.015263355436006506,0.1266886665979169,0,1
4,0.1,0.25,0.20202020202020202,0.6207332490518331,0,84,0.07356436882271987,0.8947612663710427,3,3
0,0.1,0.125,0.0404040404040404,0.16561314791403287,0,54,0.08670086325534843,0.6099309064659173,1,1
0,0.1,0.125,0.03787878787878787,0.20353982300884954,0,41,0.11109721005880144,0.6533463957925132,2,1
4,0.0,0.125,0.11616161616161617,0.2920353982300885,0,84,0.05917677968222194,0.7304836547385791,2,3
0,0.1,0.25,0.05050505050505051,0.16561314791403287,0,84,0.07206305517327662,0.6099309064659173,1,2
0,0.20000000000000004,0.125,0.0404040404040404,0.10240202275600505,0,5,0.05542349555861378,0.511189027534289,1,1
1,0.0,0.125,0.0,0.1529709228824273,0,5,0.40573001376204176,0.5933793956893887,1,0
0,0.30000000000000004,0.125,0.031818181818181815,0.1150442477876106,0,11,0.07444013511822843,0.5347014540579562,1,1
0,0.20000000000000004,0.125,0.025252525252525252,0.09860935524652338,0,11,0.07681721506318027,0.5036093637207384,1,1
0,0.20000000000000004,0.125,0.055555555555555566,0.18836915297092288,0,11,0.07519079194295007,0.6370011343714552,2,2
4,0.0,0.125,0.02272727272727273,0.49431099873577744,0,84,0.3840860753159014,0.8447973600082501,3,1
0,0.20000000000000004,0.125,0.06565656565656566,0.2920353982300885,0,41,0.09921181033404228,0.7304836547385791,2,2
